,BusinessName,Address,City,State,ZIP,location,coordinates,longitude,lattitude
289,Salon Blush,1205 W Sunset Rd,Henderson,Nv,89014,1205 W Sunset Rd Henderson NV 89014,"[-115.03827, 36.063125]",-115.03827,36.063125
290,Green Turtle Salon & Spa,1590 W Horizon Ridge Pkwy,Henderson,Nv,89012,1590 W Horizon Ridge Pkwy Henderson NV 89012,"[-115.056304, 36.01692]",-115.056304,36.01692
291,LGND LV,8940 S Maryland Pkwy,Las Vegas,Nv,89123,8940 S Maryland Pkwy Las Vegas NV 89123,"[-115.13532, 36.02719]",-115.13532,36.02719
292,D hair To be Different,4300 E Sunset Rd,Henderson,Nv,89014,4300 E Sunset Rd Henderson NV 89014,"[-115.080131, 36.07232]",-115.080131,36.07232
293,Skin Care By Andra,7131 W Craig Rd,Las Vegas,Nv,89129,7131 W Craig Rd Las Vegas NV 89129,"[-115.2505, 36.24033]",-115.2505,36.24033
294,Med Spa Las Vegas,222 Karen Ave Suite 602,Las Vegas,Nv,89109,222 Karen Ave Suite 602 Las Vegas NV 89109,"[-115.15377, 36.14096]",-115.15377,36.14096
295,NkdSkin Laser Lounge at Eastern Ave,3211 S Eastern Ave,Las Vegas,Nv,89169,3211 S Eastern Ave Las Vegas NV 89169,"[-115.1189, 36.13134]",-115.1189,36.13134
296,Las Vegas Laser Services,3100 S Durango Dr,Las Vegas,Nv,89117,3100 S Durango Dr Las Vegas NV 89117,"[-115.27851, 36.13346]",-115.27851,36.13346
297,Niloah Beauty,6671 S Las Vegas Blvd Building D Ste 210,Las Vegas,Nv,89119,6671 S Las Vegas Blvd Building D Ste 210 Las Vegas NV 89119,"[-115.17249, 36.06756]",-115.17249,36.06756
298,Complete Women´s Care,1820 E Lake Mead Blvd,North Las Vegas,Nv,89030,1820 E Lake Mead Blvd North Las Vegas NV 89030,"[-115.12132, 36.19668]",-115.12132,36.19668
299,Silk Skin Laser Spa,5463 S Rainbow Blvd Suite B1,Las Vegas,Nv,89030,5463 S Rainbow Blvd Suite B1 Las Vegas NV 89118,"[-115.24296, 36.08977]",-115.24296,36.08977
300,TRUE at Wolfson Medical Center,6803 W Tropicana Ave,Las Vegas,Nv,89103,6803 W Tropicana Ave Las Vegas NV 89103,"[-115.24049, 36.09973]",-115.24049,36.09973
301,eBodySculpt by Madame et Monsieur,8751 W Charleston Blvd Suite 160,Las Vegas,Nv,89117,8751 W Charleston Blvd Suite 160 Las Vegas NV 89117,"[-115.28584, 36.15805]",-115.28584,36.15805
302,The Skin & Laser Institute,7905 W Sahara Ave #107,Las Vegas,Nv,89117,7905 W Sahara Ave #107 Las Vegas NV 89117,"[-115.26331, 36.14362]",-115.26331,36.14362
303,Vegas 3d Eyebrows,9272 Tamarus St Suite 100,Las Vegas,Nv,89123,9272 Tamarus St Suite 100 Las Vegas NV 89123,"[-115.13167, 36.02111]",-115.13167,36.02111
304,Vegas Lash & Skin,8053 N Durango Dr Suite #110,Las Vegas,Nv,89131,8053 N Durango Dr Suite #110 Las Vegas NV 89131,"[-115.27929, 36.30796]",-115.27929,36.30796
305,Stephanie Hill Skin Care,3700 S Hualapai Way #100,Las Vegas,Nv,89147,3700 S Hualapai Way #100 Las Vegas NV 89147,"[-115.31445, 36.121945]",-115.31445,36.121945
306,Medicis Medical Spa,750 N Eastern Ave Suite 100B,Las Vegas,Nv,89101,750 N Eastern Ave Suite 100B Las Vegas NV 89101,"[-115.11602, 36.17718]",-115.11602,36.17718
307,Club De Nutricion Puravida,1412 E Charleston Blvd,Las Vegas,Nv,89104,1412 E Charleston Blvd Las Vegas NV 89104,"[-115.13443, 36.1588]",-115.13443,36.1588
308,Green Valley Ranch Spa By Well & Being,2300 Paseo Verde Pkwy,Henderson,Nv,89052,2300 Paseo Verde Pkwy Henderson NV 89052,"[-115.09099, 36.02117]",-115.09099,36.02117
309,Pure Medspa and Wellness,8930 W Tropicana Ave Suite 8,Las Vegas,Nv,89147,8930 W Tropicana Ave Suite 8 Las Vegas NV 89147,"[-115.28636, 36.10152]",-115.28636,36.10152
310,Beautè de Luxe Spa,900 Karen Ave Suite C-109,Las Vegas,Nv,89108,900 Karen Ave Suite C-109 Las Vegas NV 89108,"[-115.14301, 36.1409]",-115.14301,36.1409
311,VIP Plastic Surgery,2779 Sunridge Heights Pkwy Suite 100,Henderson,Nv,89052,2779 Sunridge Heights Pkwy Suite 100 Henderson NV 89052,"[-115.109041, 35.991095]",-115.109041,35.991095
312,The Aesthetics Lab,2701 N Tenaya Way Suite 110,Las Vegas,Nv,89128,2701 N Tenaya Way Suite 110 Las Vegas NV 89128,"[-115.2502, 36.209765]",-115.2502,36.209765
313,Harmony Eden Laser Aesthetics & Spa,2310 Paseo Del Prado Suite A109,Las Vegas,Nv,89102,2310 Paseo Del Prado Suite A109 Las Vegas NV 89102,"[-115.17816, 36.14639]",-115.17816,36.14639
314,The Beauty Techs LV,"Parking lot, 6820 W Sahara Ave suite 1",Las Vegas,Nv,89146,"Parking lot, 6820 W Sahara Ave suite 1 Las Vegas NV 89146","[-115.283763, 36.140322]",-115.283763,36.140322
315,La Vita Laser & Aesthetics,3225 S Rainbow Blvd STE 206,Las Vegas,Nv,89146,3225 S Rainbow Blvd STE 206 Las Vegas NV 89146,"[-115.24345, 36.13044]",-115.24345,36.13044
316,PolinA - The Art of Your Skin,7885 W Sahara Ave Ste 108,Las Vegas,Nv,89147,7885 W Sahara Ave Ste 108 Las Vegas NV 89147,"[-115.26283, 36.14363]",-115.26283,36.14363
317,Reset IV,9501 Hillwood Dr,Las Vegas,Nv,89102,9501 Hillwood Dr Las Vegas NV 89102,"[-115.30309, 36.18697]",-115.30309,36.18697
318,Elite Med Spa,8660 Spring Mountain Rd,Las Vegas,Nv,89117,8660 Spring Mountain Rd Las Vegas NV 89117,"[-115.28038, 36.12658]",-115.28038,36.12658
319,Axiom Wellness & Medical Spa Las,2510 Wigwam Pkwy Ste 105,Henderson,Nv,89074,2510 Wigwam Pkwy Ste 105 Henderson NV 89074,"[-115.097549, 36.03492]",-115.097549,36.03492
320,Just Face It,8645 W Sahara Ave,Las Vegas,Nv,89117,8645 W Sahara Ave Las Vegas NV 89117,"[-115.28106, 36.14402]",-115.28106,36.14402
321,Allure Cosmetic Laser Center Llc,2575 S Cimarron Rd Ste 200,Las Vegas,Nv,89117,2575 S Cimarron Rd Ste 200 Las Vegas NV 89117,"[-115.27059, 36.14274]",-115.27059,36.14274
322,Shannon's Serendipity Skincare,8225 W Sahara Ave Ste C,Las Vegas,Nv,89117,8225 W Sahara Ave Ste C Las Vegas NV 89117,"[-115.27032, 36.14327]",-115.27032,36.14327
323,The Aesthetics Lab,2701 N Tenaya Way,Las Vegas,Nv,89128,2701 N Tenaya Way Las Vegas NV 89128,"[-115.2502, 36.209765]",-115.2502,36.209765
324,The Nail Industry Natural Nail Lounge,1620 S Decatur Blvd,Las Vegas,Nv,89102,1620 S Decatur Blvd Las Vegas NV 89102,"[-115.2086, 36.15223]",-115.2086,36.15223
325,Quiamzon Aesthetic and Concierge Healthcare,9864 W Russell Rd,Las Vegas,Nv,89148,9864 W Russell Rd Las Vegas NV 89148,"[-115.29133, 36.0819]",-115.29133,36.0819
326,American Medical Wellness,241 N Buffalo Dr Ste 200B,Las Vegas,Nv,89146,241 N Buffalo Dr Ste 200B Las Vegas NV 89146,"[-115.26029, 36.17564]",-115.26029,36.17564
327,Massage Heights Adobe Plaza,1371 W Warm Springs Rd B,Henderson,Nv,89014,1371 W Warm Springs Rd B Henderson NV 89014,"[-115.044995, 36.055615]",-115.044995,36.055615
328,Canyon Trails Rejuvenation,2035 Village Center Cir,Las Vegas,Nv,89134,2035 Village Center Cir Las Vegas NV 89134,"[-115.30365, 36.191205]",-115.30365,36.191205
329,Sculpt Medical Spa & Salon,1371 W Warm Springs Rd,Henderson,Nv,89014,1371 W Warm Springs Rd Henderson Nv 89014,"[-115.044995, 36.055615]",-115.044995,36.055615
330,Kamay Medical Spa/Salon,3399 S Eastern Ave,Las Vegas,Nv,89169,3399 S Eastern Ave Las Vegas NV 89169,"[-115.119015, 36.12791]",-115.119015,36.12791
331,Las Vegas Intensive Skincare and Aesthetics (LISA),1621 E Flamingo Rd Ste 17B,Las Vegas,Nv,89119,1621 E Flamingo Rd Ste 17B Las Vegas NV 89119,"[-115.13029, 36.11445]",-115.13029,36.11445
332,Premier Aesthetics,7965 W Sahara Ave,Las Vegas,Nv,89146,7965 W Sahara Ave Las Vegas NV 89146,"[-115.26421, 36.14367]",-115.26421,36.14367
333,Supreme Elevation Medical Center,2110 E Flamingo Rd Suite #180,Las Vegas,Nv,89119,2110 E Flamingo Rd Suite #180 Las Vegas NV 89119,"[-115.12317, 36.115655]",-115.12317,36.115655
334,Miralce Image OB/GYN,3040 W Charleston Blvd,Las Vegas,Nv,89102,3040 W Charleston Blvd Las Vegas Nv 89102,"[-115.18312, 36.15946]",-115.18312,36.15946
335,LV Royal Foot Spa,5150 Spring Mountain Rd,Las Vegas,Nv,89146,5150 Spring Mountain Rd Las Vegas NV 89146,"[-115.211959, 36.126365]",-115.211959,36.126365
336,Galaxy Salon,1136 S Decatur Blvd,Las Vegas,Nv,89102,1136 S Decatur Blvd Las Vegas NV 89102,"[-115.20734, 36.15831]",-115.20734,36.15831
337,Luxury Recovery Vegas Edition,274 Caddy Bag Ct,Las Vegas,Nv,89148,274 Caddy Bag Ct Las Vegas NV 89148,"[-115.29546, 36.04563]",-115.29546,36.04563
338,Desert Inn Medical Center,1900 E Desert Inn Rd,Las Vegas,Nv,89169,1900 E Desert Inn Rd Las Vegas NV 89169,"[-115.1256, 36.13021]",-115.1256,36.13021
339,Shimmer Nails and Hair,4970 Arville St,Las Vegas,Nv,89169,4970 Arville St Las Vegas NV 89118,"[-115.19856, 36.09957]",-115.19856,36.09957
340,"Aesthetic Envy and Wellness: Kim Nguyen, PA-C",341 N Buffalo Dr Suite C-1,Las Vegas,Nv,89169,341 N Buffalo Dr Suite C-1 Las Vegas NV 89145,"[-115.26086, 36.17666]",-115.26086,36.17666
341,Jurani Clinic,633 N Decatur Blvd Ste A,Las Vegas,Nv,89107,633 N Decatur Blvd Ste A Las Vegas NV 89107,"[-115.20651, 36.17954]",-115.20651,36.17954
342,Organelle Salon & Spa,4266 S Durango Dr,Las Vegas,Nv,89147,4266 S Durango Dr Las Vegas NV 89147,"[-115.27823, 36.11235]",-115.27823,36.11235
343,Lets Face It Skin Care & Waxing,4300 E Sunset Rd Ste C-8,Las Vegas,Nv,89014,4300 E Sunset Rd Ste C-8 Las Vegas NV 89014,"[-115.080131, 36.07232]",-115.080131,36.07232
344,New Image Advanced Laser Skin Center,7455 W Washington Ave Suite 400,Las Vegas,Nv,89128,7455 W Washington Ave Suite 400 Las Vegas NV 89128,"[-115.25562, 36.17917]",-115.25562,36.17917
345,Massage Nirvana Day and Medi Spa,4555 S Fort Apache Rd #142,Las Vegas,Nv,89147,4555 S Fort Apache Rd #142 Las Vegas NV 89147,"[-115.29782, 36.10669]",-115.29782,36.10669
346,Medical Massage In Las Vegas,9330 Sun City Blvd,Las Vegas,Nv,89134,9330 Sun City Blvd Las Vegas NV 89134,"[-115.29873, 36.211705]",-115.29873,36.211705
347,Francescas Facelift,11201 S Eastern Ave #115,Henderson,Nv,89052,11201 S Eastern Ave #115 Henderson NV 89052,"[-115.10166, 35.98859]",-115.10166,35.98859
348,Las Vegas Skin And Cancer Institute - Centennial,5550 Painted Mirage Rd Suite #200,Las Vegas,Nv,89149,5550 Painted Mirage Rd Suite #200 Las Vegas NV 89149,"[-115.25499, 36.26188]",-115.25499,36.26188
349,A Beauty By Design Permanent Makeup Paramedical Tattoo Clinic,10120 S Eastern Ave Ste 345 3rd floor,Henderson,Nv,89052,10120 S Eastern Ave Ste 345 3rd floor Henderson NV 89052,"[-115.11101, 36.006235]",-115.11101,36.006235
350,"Divina Gracia Averilla, MD",8595 S Decatur Blvd Suite 108,Las Vegas,Nv,89117,8595 S Decatur Blvd Suite 108 Las Vegas NV 89117,"[-115.20927, 36.03264]",-115.20927,36.03264
351,Las Vegas Pain Institute,1900 N Nellis Blvd,Las Vegas,Nv,89115,1900 N Nellis Blvd Las Vegas NV 89115,"[-115.06196, 36.1949]",-115.06196,36.1949
352,BELLALUXE Med Spa,1081 S Cimarron Rd B5,Las Vegas,Nv,89115,1081 S Cimarron Rd B5 Las Vegas NV 89145,"[-115.27133, 36.16054]",-115.27133,36.16054
353,NutriDrip by Clean Market,3131 S Las Vegas Blvd,Las Vegas,Nv,89109,3131 S Las Vegas Blvd Las Vegas NV 89109,"[-115.16184, 36.12929]",-115.16184,36.12929
354,Spark Infusions,1661 E Flamingo Rd Suite 8a,Las Vegas,Nv,89119,1661 E Flamingo Rd Suite 8a Las Vegas NV 89119,"[-115.1298, 36.11446]",-115.1298,36.11446
355,Spa by Dored G,4825 W Flamingo Rd,Las Vegas,Nv,89103,4825 W Flamingo Rd Las Vegas NV 89103,"[-115.20687, 36.11483]",-115.20687,36.11483
356,Pearl Medspa,9550 S Eastern Ave 237,Las Vegas,Nv,89123,9550 S Eastern Ave 237 Las Vegas NV 89123,"[-115.11862, 36.01553]",-115.11862,36.01553
357,European Massage Therapy School,9440 W Sahara Ave Ste 250,Las Vegas,Nv,89117,9440 W Sahara Ave Ste 250 Las Vegas NV 89117,"[-115.30072, 36.14559]",-115.30072,36.14559
358,Nuance Aesthetics & Plastic Surgery,3605 S Town Center Dr Ste C,Las Vegas,Nv,89135,3605 S Town Center Dr Ste C Las Vegas NV 89135,"[-115.3259, 36.124625]",-115.3259,36.124625
359,Linda Woodson Dermatology,2800 N Tenaya Way,Las Vegas,Nv,89128,2800 N Tenaya Way Las Vegas NV 89128,"[-115.2488, 36.21116]",-115.2488,36.21116
360,Sunrise Hospital and Medical Center,3186 S Maryland Pkwy,Las Vegas,Nv,89109,3186 S Maryland Pkwy Las Vegas NV 89109,"[-115.13676, 36.13438]",-115.13676,36.13438
361,The Foot Spa At Sola,8975 W Charleston Blvd Ste 130,Las Vegas,Nv,89117,8975 W Charleston Blvd Ste 130 Las Vegas NV 89117,"[-115.29031, 36.15882]",-115.29031,36.15882
362,Kozmary Center for Pain Management,2851 El Camino Ave Ste 101,Las Vegas,Nv,89102,2851 El Camino Ave Ste 101 Las Vegas NV 89102,"[-115.1806, 36.14604]",-115.1806,36.14604
363,Thomas Dermatology,9097 W Post Road,100,Nv,89148,9097 W Post Road 100 NV 89148,"[-115.29057, 36.07373]",-115.29057,36.07373
364,Revage Medical Spa,4180 S Grand Canyon Dr,Las Vegas,Nv,89147,4180 S Grand Canyon Dr Las Vegas NV 89147,"[-115.30597, 36.11339]",-115.30597,36.11339
365,Body Restoration Massage,2600 W Harmon Ave,Las Vegas,Nv,89109,2600 W Harmon Ave Las Vegas NV 89109,"[-115.17812, 36.10878]",-115.17812,36.10878
366,UMC Quick Care - Centennial Hills,5785 Centennial Center Blvd,Las Vegas,Nv,89149,5785 Centennial Center Blvd Las Vegas NV 89149,"[-115.25887, 36.26408]",-115.25887,36.26408
367,Graceful Facials and Bodywork,6877 W Charleston Blvd,Las Vegas,Nv,89117,6877 W Charleston Blvd Las Vegas NV 89117,"[-115.24466, 36.15896]",-115.24466,36.15896
368,Therapie,6819 W Tropicana Ave,Las Vegas,Nv,89103,6819 W Tropicana Ave Las Vegas NV 89103,"[-115.24068, 36.09863]",-115.24068,36.09863
369,"Vicki Hom, MD FAAP | Oshiro Pediatrics",4570 S Eastern Ave,Las Vegas,Nv,89119,4570 S Eastern Ave Las Vegas NV 89119,"[-115.11916, 36.10602]",-115.11916,36.10602
370,Southwest Medical at Civic Center,2225 Civic Center Dr,North Las Vegas,Nv,89030,2225 Civic Center Dr North Las Vegas NV 89030,"[-115.11939, 36.1995]",-115.11939,36.1995
371,Push IV & Wellness,4315 Dean Martin Dr,Las Vegas,Nv,89103,4315 Dean Martin Dr Las Vegas NV 89103,"[-115.18139, 36.1113]",-115.18139,36.1113
372,Platinum Massage and Facials,2510 E Sunset Rd STE 5,Las Vegas,Nv,89121,2510 E Sunset Rd STE 5 Las Vegas NV 89121,"[-115.11623, 36.07165]",-115.11623,36.07165
373,Saffron Day Spa,2400 S Jones Blvd #14,Las Vegas,Nv,89146,2400 S Jones Blvd #14 Las Vegas NV 89146,"[-115.22522, 36.14514]",-115.22522,36.14514
374,The Spa at Lakeside 2.0,2620 Regatta Dr #112,Las Vegas,Nv,89128,2620 Regatta Dr #112 Las Vegas NV 89128,"[-115.26881, 36.20743]",-115.26881,36.20743
375,Apex Medical Center,1701 Wellness Wy #200,Las Vegas,Nv,89106,1701 Wellness Wy #200 Las Vegas NV 89106,"[-115.16403, 36.16153]",-115.16403,36.16153
376,CCUE FOOTSPA,4230 S Decatur Blvd #100,Las Vegas,Nv,89103,4230 S Decatur Blvd #100 Las Vegas NV 89103,"[-115.20749, 36.113195]",-115.20749,36.113195
377,"Martin Safko, MD - Southwest Dermatology Center",3150 N Tenaya Way,Las Vegas,Nv,89128,3150 N Tenaya Way Las Vegas NV 89128,"[-115.24943, 36.21667]",-115.24943,36.21667
378,RAREV,3900 W Charleston Blvd Ste 150,Las Vegas,Nv,89102,3900 W Charleston Blvd Ste 150 Las Vegas NV 89102,"[-115.19247, 36.15915]",-115.19247,36.15915
379,Integrative Therapies of Las Vegas & Med Spa LLC,2110 E Flamingo Rd Suite. 333,Las Vegas,Nv,89119,2110 E Flamingo Rd Suite. 333 Las Vegas NV 89119,"[-115.12317, 36.115655]",-115.12317,36.115655
380,Myst Beauty Bar & Med Spa,9640 W Tropicana Ave STE 116,Las Vegas,Nv,89147,9640 W Tropicana Ave STE 116 Las Vegas NV 89147,"[-115.30241, 36.10108]",-115.30241,36.10108
381,Just Face It MedSpa,8440 W Lake Mead Blvd,Las Vegas,Nv,89128,8440 W Lake Mead Blvd Las Vegas NV 89128,"[-115.27908, 36.20022]",-115.27908,36.20022
382,Renew Medical Spa,6980 Smoke Ranch Rd #150,Las Vegas,Nv,89128,6980 Smoke Ranch Rd #150 Las Vegas NV 89128,"[-115.246195, 36.205125]",-115.246195,36.205125
383,Cooltique Spa - CoolSculpting Clinic,7170 Smoke Ranch Rd #150,Las Vegas,Nv,89128,7170 Smoke Ranch Rd #150 Las Vegas NV 89128,"[-115.24848, 36.20413]",-115.24848,36.20413
384,Younger Reflections,1928 Rock Springs Dr,Las Vegas,Nv,89128,1928 Rock Springs Dr Las Vegas NV 89128,"[-115.24692, 36.19496]",-115.24692,36.19496
385,NV Image Laser Suite,10300 W Charleston Blvd #17,Las Vegas,Nv,89135,10300 W Charleston Blvd #17 Las Vegas NV 89135,"[-115.32095, 36.16055]",-115.32095,36.16055
386,Flawless Face and Figure,9418 W Lake Mead Blvd,Las Vegas,Nv,89117,9418 W Lake Mead Blvd Las Vegas NV 89117,"[-115.30182, 36.207425]",-115.30182,36.207425
387,Hangover Rescue,7020 Smoke Ranch Rd #110,Las Vegas,Nv,89128,7020 Smoke Ranch Rd #110 Las Vegas NV 89128,"[-115.24656, 36.204135]",-115.24656,36.204135
388,Aesthetic Haus,3960 Howard Hughes Pkwy Suite 500,Las Vegas,Nv,89169,3960 Howard Hughes Pkwy Suite 500 Las Vegas NV 89169,"[-115.1571, 36.1167]",-115.1571,36.1167
389,Espri Laser Med Spa,8961 W Sahara Ave STE 106,Las Vegas,Nv,89117,8961 W Sahara Ave STE 106 Las Vegas NV 89117,"[-115.2922, 36.14305]",-115.2922,36.14305
390,Unicorn Medical Weight Loss & Medi Spa,6332 S Rainbow Blvd #110,Las Vegas,Nv,89117,6332 S Rainbow Blvd #110 Las Vegas NV 89118,"[-115.24215, 36.07366]",-115.24215,36.07366
391,Imagen Medi Spa & Beauty Salon,2605 S Decatur Blvd Suite 218,Las Vegas,Nv,89104,2605 S Decatur Blvd Suite 218 Las Vegas NV 89104,"[-115.20925, 36.14313]",-115.20925,36.14313
392,Skin Goddess,5115 S Durango Dr #101,Las Vegas,Nv,89113,5115 S Durango Dr #101 Las Vegas NV 89113,"[-115.28001, 36.095965]",-115.28001,36.095965
393,Pearl Medspa,9550 S Eastern Ave Suite 237,Las Vegas,Nv,89123,9550 S Eastern Ave Suite 237 Las Vegas NV 89123,"[-115.11862, 36.01553]",-115.11862,36.01553
394,Miraculous Massage & Facial Spa,5803 W Craig Rd Ste 101,Las Vegas,Nv,89130,5803 W Craig Rd Ste 101 Las Vegas NV 89130,"[-115.224065, 36.237885]",-115.224065,36.237885
395,Klarity Restore,5145 S Durango Dr STE 103,Las Vegas,Nv,89113,5145 S Durango Dr STE 103 Las Vegas NV 89113,"[-115.280065, 36.095575]",-115.280065,36.095575
396,A,4270 Blue Diamond Rd Rm 115,Las Vegas,Nv,89139,4270 Blue Diamond Rd Rm 115 Las Vegas NV 89139,"[-115.19669, 36.0378]",-115.19669,36.0378
397,FacePop Brow & Lash Bar,618 S Las Vegas Blvd,Las Vegas,Nv,89101,618 S Las Vegas Blvd Las Vegas NV 89101,"[-115.14529, 36.162815]",-115.14529,36.162815
398,Envogue Salon & Spa,4010 S Fort Apache Rd,Las Vegas,Nv,89147,4010 S Fort Apache Rd Las Vegas NV 89147,"[-115.2969, 36.11702]",-115.2969,36.11702
399,Plastic Surgery Las Vegas: Dr. Mustafa Ahmed,3365 E Flamingo Rd Ste 10,Las Vegas,Nv,89121,3365 E Flamingo Rd Ste 10 Las Vegas NV 89121,"[-115.10177, 36.11485]",-115.10177,36.11485
400,Ageless Day Spa,5710 Simmons St Suite 17A,North Las Vegas,Nv,89031,5710 Simmons St Suite 17A North Las Vegas NV 89031,"[-115.1793, 36.26372]",-115.1793,36.26372
401,Secret Body Las Vegas Coolsculpting Clinic,2850 Bicentennial Pkwy Suite 5-120,Henderson,Nv,89044,2850 Bicentennial Pkwy Suite 5-120 Henderson NV 89044,"[-115.115957, 35.94305]",-115.115957,35.94305
402,Quick Weight Loss and Skin Care,8751 W Charleston Blvd,Las Vegas,Nv,89134,8751 W Charleston Blvd Las Vegas NV 89134,"[-115.28584, 36.15805]",-115.28584,36.15805
403,Glossy Nails,860 S Rancho Dr Ste #7,Las Vegas,Nv,89106,860 S Rancho Dr Ste #7 Las Vegas NV 89106,"[-115.17283, 36.16108]",-115.17283,36.16108
404,Maya Medical Spa,2660 S Rainbow Blvd Suite F-109,Las Vegas,Nv,89146,2660 S Rainbow Blvd Suite F-109 Las Vegas NV 89146,"[-115.24226, 36.14108]",-115.24226,36.14108
405,Dubin Wellness Center,"Just, West off Rainbow Blvd",Las Vegas,Nv,89146,"Just, West off Rainbow Blvd Las Vegas NV 89118","[-115.227985, 36.093557]",-115.227985,36.093557
406,Star Body,430 S Rampart Blvd #150,Las Vegas,Nv,89146,430 S Rampart Blvd #150 Las Vegas NV 89145,"[-115.28726, 36.16757]",-115.28726,36.16757
407,"Skin Fitness, by Jamie Lee Metz",8751 W Charleston Blvd Ste 150,Las Vegas,Nv,89117,8751 W Charleston Blvd Ste 150 Las Vegas NV 89117,"[-115.28584, 36.15805]",-115.28584,36.15805
408,Sola Medical Spa,Village Walk Dr,Henderson,Nv,89012,Village Walk Dr Henderson NV 89012,"[-115.07826, 36.02342]",-115.07826,36.02342
409,Excellyon,7470 Dean Martin Dr #101,Las Vegas,Nv,89139,7470 Dean Martin Dr #101 Las Vegas NV 89139,"[-115.18347, 36.05398]",-115.18347,36.05398
410,The Salt Room Las Vegas,1958 Village Center Cir #7,Las Vegas,Nv,89134,1958 Village Center Cir #7 Las Vegas NV 89134,"[-115.30445, 36.19236]",-115.30445,36.19236
411,Facial Expressions MedSpa and Wellness Center,1485 W Warm Springs Rd Ste 109-B,Henderson,Nv,89014,1485 W Warm Springs Rd Ste 109-B Henderson NV 89014,"[-115.050021, 36.0555]",-115.050021,36.0555
412,Feetish Spa Parlor,900 E Karen Ave Suite C-109,Las Vegas,Nv,89109,900 E Karen Ave Suite C-109 Las Vegas NV 89109,"[-115.14244, 36.14091]",-115.14244,36.14091
413,Exhaal Wellness Spa,4280 Blue Diamond Rd #101-B,Las Vegas,Nv,89139,4280 Blue Diamond Rd #101-B Las Vegas NV 89139,"[-115.19785, 36.03716]",-115.19785,36.03716
414,Berthas Las Vegas Spa,600 S Green Valley Pkwy Studio 36,Henderson,Nv,89052,600 S Green Valley Pkwy Studio 36 Henderson NV 89052,"[-115.08027, 36.00535]",-115.08027,36.00535
415,The Look Med Spa,7530 W Sahara Ave Suite 107,Las Vegas,Nv,89117,7530 W Sahara Ave Suite 107 Las Vegas NV 89117,"[-115.25578, 36.14491]",-115.25578,36.14491
416,"Sweet Bliss Skincare, Las Vegas NV",2330 Paseo Del Prado C-306,Las Vegas,Nv,89102,2330 Paseo Del Prado C-306 Las Vegas NV 89102,"[-115.17909, 36.14673]",-115.17909,36.14673
417,Aria Medical Aesthetic Center 爱丽雅医学美容中心,2121 E Flamingo Rd Suite 216,Las Vegas,Nv,89119,2121 E Flamingo Rd Suite 216 Las Vegas NV 89119,"[-115.12328, 36.11373]",-115.12328,36.11373
418,Elite Image One Boca Summerlin/AngelPark,8751 W Charleston Blvd # 130,Las Vegas,Nv,89117,8751 W Charleston Blvd # 130 Las Vegas NV 89117,"[-115.28584, 36.15805]",-115.28584,36.15805
419,Exotica Skin Care,2480 W Horizon Ridge Pkwy Suite #130,Henderson,Nv,89052,2480 W Horizon Ridge Pkwy Suite #130 Henderson NV 89052,"[-115.093725, 36.006233]",-115.093725,36.006233
420,Las Vegas Sculpt,2380 N Buffalo Dr Suite 150,Las Vegas,Nv,89117,2380 N Buffalo Dr Suite 150 Las Vegas NV 89117,"[-115.259955, 36.20302]",-115.259955,36.20302
421,OPUS by Dermaster,6850 W Spring Mountain Rd #102,Las Vegas,Nv,89113,6850 W Spring Mountain Rd #102 Las Vegas NV 89113,"[-115.241565, 36.126805]",-115.241565,36.126805
422,the NICE clinic LV,6787 W Tropicana Ave Suite 105,Las Vegas,Nv,89113,6787 W Tropicana Ave Suite 105 Las Vegas NV 89113,"[-115.24005, 36.09973]",-115.24005,36.09973
423,Absolute Primary Care,3413 S Eastern Ave,Las Vegas,Nv,89169,3413 S Eastern Ave Las Vegas NV 89169,"[-115.11903, 36.12764]",-115.11903,36.12764
424,vanityskintightening.com,8751 W Charleston Blvd suite 120,Las Vegas,Nv,89146,8751 W Charleston Blvd suite 120 Las Vegas NV 89146,"[-115.28365, 36.15885]",-115.28365,36.15885
425,Neko Massage Studio,124 S 6th St #170,Las Vegas,Nv,89101,124 S 6th St #170 Las Vegas NV 89101,"[-115.14049, 36.16795]",-115.14049,36.16795
426,Glenna Med Spa Skincare and Aesthetics,6590 S Rainbow Blvd Ste 150,Las Vegas,Nv,89101,6590 S Rainbow Blvd Ste 150 Las Vegas NV 89118,"[-115.241491, 36.068295]",-115.241491,36.068295
427,Medical Spa Funding,7848 W Sahara Ave Suite 100,Las Vegas,Nv,89117,7848 W Sahara Ave Suite 100 Las Vegas NV 89117,"[-115.26251, 36.14505]",-115.26251,36.14505
428,Avilla Beauty,800 N Rainbow Blvd,Las Vegas,Nv,89106,800 N Rainbow Blvd Las Vegas NV 89106,"[-115.24166, 36.180445]",-115.24166,36.180445
429,Lizii Skincare Studio,6671 S Las Vegas Blvd Suite 210,Las Vegas,Nv,89119,6671 S Las Vegas Blvd Suite 210 Las Vegas NV 89119,"[-115.17249, 36.06756]",-115.17249,36.06756
430,PattyMac Beauty & Wellness,Out Calls Only,Las Vegas,Nv,89102,Out Calls Only Las Vegas NV 89102,"[-115.206383, 36.149456]",-115.206383,36.149456
431,Vegas Valley Chiropractic,3230 E Charleston Blvd # 109,Las Vegas,Nv,89104,3230 E Charleston Blvd # 109 Las Vegas NV 89104,"[-115.10166, 36.15967]",-115.10166,36.15967
